sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,11.360100746154785,11.360100746154785,11.360100746154785,8.943257331848145,1.7733169794082642,1, port,True,EleutherAI/pythia-14m,143000,14067712
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,12.977630615234375,12.977630615234375,12.977630615234375,8.86314868927002,1.8847482204437256,1, port,True,EleutherAI/pythia-14m,143000,14067712
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,10.084959030151367,10.084959030151367,10.084959030151367,2.9210152626037598,5.284096717834473,1, scales,True,EleutherAI/pythia-14m,143000,14067712
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,11.475515365600586,11.475515365600586,11.475515365600586,2.900439500808716,5.381357192993164,1, scales,True,EleutherAI/pythia-14m,143000,14067712
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,4.002266883850098,4.002266883850098,4.002266883850098,7.655362129211426,9.567222595214844,1, table,True,EleutherAI/pythia-14m,143000,14067712
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,7.477172374725342,7.477172374725342,7.477172374725342,7.461176872253418,9.752506256103516,1, table,True,EleutherAI/pythia-14m,143000,14067712
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,4.850062370300293,4.850062370300293,4.850062370300293,4.020834445953369,2.684687614440918,1, diamond,True,EleutherAI/pythia-14m,143000,14067712
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,7.505941390991211,7.505941390991211,7.505941390991211,4.019137382507324,2.751955032348633,1, diamond,True,EleutherAI/pythia-14m,143000,14067712
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,5.9192280769348145,5.9192280769348145,5.9192280769348145,5.726282119750977,1.4951785802841187,1, bill,True,EleutherAI/pythia-14m,143000,14067712
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,7.702924728393555,7.702924728393555,7.702924728393555,5.477909088134766,1.4631956815719604,1, bill,True,EleutherAI/pythia-14m,143000,14067712
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,8.17874526977539,8.17874526977539,8.17874526977539,9.93494987487793,7.569667816162109,1, racket,True,EleutherAI/pythia-14m,143000,14067712
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,10.513775825500488,10.513775825500488,10.513775825500488,10.302071571350098,7.552351951599121,1, racket,True,EleutherAI/pythia-14m,143000,14067712
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,8.177257537841797,8.177257537841797,8.177257537841797,1.3195451498031616,3.1899337768554688,1, pen,True,EleutherAI/pythia-14m,143000,14067712
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,10.911507606506348,10.911507606506348,10.911507606506348,1.520777940750122,3.442164182662964,1, pen,True,EleutherAI/pythia-14m,143000,14067712
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,4.073287010192871,4.073287010192871,4.073287010192871,5.2856645584106445,1.5141303539276123,1, ball,True,EleutherAI/pythia-14m,143000,14067712
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,6.406203269958496,6.406203269958496,6.406203269958496,6.717432022094727,1.704786777496338,1, ball,True,EleutherAI/pythia-14m,143000,14067712
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,3.262047529220581,3.262047529220581,3.262047529220581,3.5065293312072754,6.244662284851074,1, bank,True,EleutherAI/pythia-14m,143000,14067712
"When Joe found the flooded river, he grabbed his boots before walking along the bank to work.",bank,subordinate,no,no,4.591080665588379,4.591080665588379,4.591080665588379,3.485677719116211,6.434906005859375,1, bank,True,EleutherAI/pythia-14m,143000,14067712
At the museum the kids saw the machine for sending a wire and each student sent a wire to a friend.,wire,subordinate,yes,no,5.57788610458374,5.57788610458374,5.57788610458374,1.81003737449646,2.610517978668213,1, wire,True,EleutherAI/pythia-14m,143000,14067712
