sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,5.0457658767700195,5.0457658767700195,5.0457658767700195,2.5192134380340576,1.8365111351013184,1, port,True,EleutherAI/pythia-160m,32000,162322944
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,11.002538681030273,11.002538681030273,11.002538681030273,6.958094596862793,2.3057422637939453,1, port,True,EleutherAI/pythia-160m,32000,162322944
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,4.398452281951904,4.398452281951904,4.398452281951904,3.958664655685425,5.96279764175415,1, scales,True,EleutherAI/pythia-160m,32000,162322944
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,8.577322959899902,8.577322959899902,8.577322959899902,3.1668059825897217,6.789286136627197,1, scales,True,EleutherAI/pythia-160m,32000,162322944
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,3.8292627334594727,3.8292627334594727,3.8292627334594727,7.929798126220703,8.923640251159668,1, table,True,EleutherAI/pythia-160m,32000,162322944
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,5.290912628173828,5.290912628173828,5.290912628173828,8.417831420898438,8.965368270874023,1, table,True,EleutherAI/pythia-160m,32000,162322944
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,2.8744635581970215,2.8744635581970215,2.8744635581970215,3.994875431060791,1.5213913917541504,1, diamond,True,EleutherAI/pythia-160m,32000,162322944
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,8.443988800048828,8.443988800048828,8.443988800048828,4.259823799133301,1.178321361541748,1, diamond,True,EleutherAI/pythia-160m,32000,162322944
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,4.344357490539551,4.344357490539551,4.344357490539551,5.088935375213623,1.0556418895721436,1, bill,True,EleutherAI/pythia-160m,32000,162322944
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,6.980904579162598,6.980904579162598,6.980904579162598,6.165115833282471,1.0647835731506348,1, bill,True,EleutherAI/pythia-160m,32000,162322944
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,8.316670417785645,8.316670417785645,8.316670417785645,9.479985237121582,4.463224411010742,1, racket,True,EleutherAI/pythia-160m,32000,162322944
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,9.442057609558105,9.442057609558105,9.442057609558105,9.471569061279297,4.001639366149902,1, racket,True,EleutherAI/pythia-160m,32000,162322944
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,4.790989875793457,4.790989875793457,4.790989875793457,0.7264336347579956,2.780392646789551,1, pen,True,EleutherAI/pythia-160m,32000,162322944
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,9.490860939025879,9.490860939025879,9.490860939025879,0.8829789161682129,2.7625017166137695,1, pen,True,EleutherAI/pythia-160m,32000,162322944
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,3.3694820404052734,3.3694820404052734,3.3694820404052734,4.612857341766357,1.4476701021194458,1, ball,True,EleutherAI/pythia-160m,32000,162322944
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,6.6539177894592285,6.6539177894592285,6.6539177894592285,7.084158897399902,1.7266545295715332,1, ball,True,EleutherAI/pythia-160m,32000,162322944
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,1.5600407123565674,1.5600407123565674,1.5600407123565674,1.6903605461120605,6.499415874481201,1, bank,True,EleutherAI/pythia-160m,32000,162322944
"When Joe found the flooded river, he grabbed his boots before walking along the bank to work.",bank,subordinate,no,no,2.9408140182495117,2.9408140182495117,2.9408140182495117,1.8359637260437012,6.577553749084473,1, bank,True,EleutherAI/pythia-160m,32000,162322944
At the museum the kids saw the machine for sending a wire and each student sent a wire to a friend.,wire,subordinate,yes,no,1.984844446182251,1.984844446182251,1.984844446182251,0.9328784346580505,1.782244086265564,1, wire,True,EleutherAI/pythia-160m,32000,162322944
At the museum the kids saw the machine for sending a telegram and each student sent a wire to a friend.,wire,subordinate,no,no,6.983466148376465,6.983466148376465,6.983466148376465,0.7279908657073975,2.3089098930358887,1, wire,True,EleutherAI/pythia-160m,32000,162322944
